"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1161,160,"RL",24,2280,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,5,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","Fa","Po","Mn","0",311,"Rec",0,544,855,"GasA","Fa","Y","SBrkr",855,601,0,1456,0,0,2,1,3,1,"TA",7,"Typ",1,"Po","2Types","1978","RFn",2,440,"Po","Po","Y",26,0,0,0,0,0,"0","0","0",0,7,2010,"WD","Normal",146000
1162,20,"RL",70.0499583680267,14778,"Pave","0","IR1","Low","AllPub","CulDSac","Gtl","Crawfor","PosN","Norm","1Fam","1Story",6,7,1954,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",72,"Gd","TA","CBlock","Gd","Po","Mn","ALQ",728,"Rec",0,568,1296,"GasA","Ex","Y","SBrkr",1640,0,0,1640,1,0,1,0,3,1,"Gd",7,"Typ",1,"Fa","CarPort","1993","RFn",2,924,"Po","Po","Y",108,0,0,216,0,0,"0","0","0",0,11,2008,"WD","Normal",224000
1163,20,"RL",109,8724,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","Po","Mn","ALQ",492,"Rec",0,402,894,"GasA","Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Gd","2Types","1968","0",2,450,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,5,2007,"WD","Normal",129000
1164,90,"RL",60,12900,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,1969,1969,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Fa","Po","0","BLQ",1198,"Rec",0,0,1198,"GasA","TA","Y","SBrkr",1258,0,0,1258,2,0,0,2,0,2,"TA",6,"Typ",0,"0","BuiltIn","1969","RFn",2,400,"Ex","Po","Y",120,0,0,0,0,0,"0","0","0",0,1,2008,"WD","Alloca",108959
1165,80,"RL",70.0499583680267,16157,"Pave","0","IR1","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","SLvl",5,7,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Fa","Po","Av","0",680,"LwQ",391,289,1360,"GasA","Ex","Y","SBrkr",1432,0,0,1432,1,0,1,1,2,1,"Gd",5,"Typ",1,"Po","2Types","1978","RFn",2,588,"Po","Po","Y",168,180,0,0,0,0,"0","0","0",0,6,2007,"WD","Normal",194000
1166,20,"RL",79,9541,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",268,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1502,1502,"GasA","Ex","Y","SBrkr",1502,0,0,1502,0,0,2,0,3,1,"Gd",7,"Typ",0,"0","2Types","2009","Fin",2,644,"Po","Po","Y",0,114,0,0,0,0,"0","0","0",0,9,2009,"New","Partial",233170
1167,20,"RL",64,10475,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",72,"Gd","TA","PConc","Fa","Po","0","Rec",0,"Rec",0,1694,1694,"GasA","Ex","Y","SBrkr",1694,0,0,1694,0,0,2,0,3,1,"Gd",7,"Typ",0,"0","2Types","2008","Fin",3,776,"Po","Po","Y",160,33,0,0,0,0,"0","0","0",0,2,2010,"WD","Normal",245350
1168,60,"RL",58,10852,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Fa","Po","Mn","BLQ",786,"Rec",0,173,959,"GasA","Ex","Y","SBrkr",959,712,0,1671,1,0,2,1,3,1,"TA",7,"Typ",1,"Po","2Types","2000","0",2,472,"Po","Po","Y",0,38,0,0,0,0,"0","0","0",0,2,2006,"WD","Normal",173000
1169,70,"RL",120,13728,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1935,1986,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","Gd","Po","Mn","LwQ",626,"Rec",0,501,1127,"GasA","Ex","Y","SBrkr",1236,872,0,2108,0,0,2,0,4,1,"Gd",7,"Typ",2,"Po","Attchd","1935","RFn",2,540,"Po","Po","Y",0,0,0,0,90,0,"0","0","0",0,7,2008,"WD","Normal",235000
1170,60,"RL",118,35760,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1995,1996,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,"Gd","Gd","PConc","0","Po","Av","BLQ",1387,"Rec",0,543,1930,"GasA","Ex","Y","SBrkr",1831,1796,0,3627,1,0,3,1,4,1,"Gd",10,"Typ",1,"Po","2Types","1995","0",3,807,"Po","Po","Y",361,76,0,0,0,0,"0","0","0",0,7,2006,"WD","Normal",625000
1171,80,"RL",76,9880,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","Po","0","0",522,"Rec",0,574,1096,"GasA","TA","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","2Types","1977","0",1,358,"Po","Po","Y",203,0,0,0,0,576,"Fa","0","0",0,7,2008,"WD","Normal",171000
1172,20,"RL",76,9120,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","0",662,"Rec",0,599,1261,"GasA","Ex","Y","SBrkr",1261,0,0,1261,1,0,1,0,3,1,"TA",6,"Typ",1,"Po","2Types","1958","Fin",2,433,"Po","Po","Y",0,0,0,0,288,0,"0","0","Othr",1400,11,2008,"WD","Normal",163000
1173,160,"FV",35,4017,"Pave","Grvl","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2006,2007,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,625,625,"GasA","Ex","Y","SBrkr",625,625,0,1250,0,0,2,1,2,1,"Gd",5,"Typ",0,"0","CarPort","2006","0",2,625,"Po","Po","Y",0,54,0,0,0,0,"0","0","0",0,3,2008,"WD","Normal",171900
1174,50,"RL",138,18030,"Pave","0","IR1","Bnk","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","LwQ",152,"ALQ",469,977,1598,"GasA","TA","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"Ex",12,"Maj1",1,"Fa","0","1980","0",0,0,"0","0","Y",122,0,0,0,0,0,"0","GdWo","0",0,3,2007,"WD","Normal",200500
1175,70,"RL",80,16560,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",6,8,1932,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Po","Mn","LwQ",503,"Rec",0,449,952,"GasA","TA","Y","SBrkr",1170,1175,0,2345,0,0,2,1,4,1,"TA",9,"Typ",1,"Fa","CarPort","1932","RFn",2,360,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,7,2006,"WD","Normal",239000
1176,50,"RL",85,10678,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,1992,2000,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,"Gd","TA","PConc","Fa","Po","Mn","BLQ",700,"Rec",0,983,1683,"GasA","Ex","Y","SBrkr",2129,743,0,2872,0,0,2,1,4,1,"Gd",9,"Typ",1,"Po","2Types","1992","0",2,541,"Po","Po","Y",0,33,0,0,0,0,"0","0","0",0,4,2007,"WD","Normal",285000
1177,20,"RL",37,6951,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,5,1984,1985,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Po","Mn","0",658,"Rec",0,218,876,"GasA","TA","Y","SBrkr",923,0,0,923,1,0,1,0,3,1,"TA",5,"Typ",0,"0","2Types","1984","RFn",1,264,"Po","Po","Y",362,0,0,0,0,0,"0","GdWo","0",0,10,2008,"WD","Normal",119500
1178,50,"RM",70.0499583680267,3950,"Pave","0","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",6,8,1926,2004,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","LwQ",468,"Rec",0,350,818,"GasA","TA","Y","SBrkr",818,406,0,1224,0,0,1,0,3,1,"TA",5,"Typ",0,"0","CarPort","1926","RFn",1,210,"Po","Po","N",0,0,116,0,0,0,"0","0","0",0,12,2009,"WD","Normal",115000
1179,50,"RL",54,7681,"Pave","0","IR1","Lvl","AllPub","FR2","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1921,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Po","Mn","Rec",0,"Rec",0,731,731,"GasA","Ex","Y","SBrkr",820,523,0,1343,0,0,1,1,3,1,"TA",7,"Typ",1,"Fa","CarPort","1921","RFn",1,186,"Ex","Po","Y",192,0,102,0,0,0,"0","0","0",0,7,2009,"WD","Normal",154900
1180,20,"RL",77,8335,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","0","0","0","0",0,"0",0,0,0,"GasA","Gd","Y","SBrkr",1124,0,0,1124,0,0,1,0,3,1,"TA",5,"Min2",1,"Fa","0","1980","0",0,0,"0","0","N",0,36,190,0,0,0,"0","0","0",0,4,2006,"WD","Normal",93000
1181,60,"RL",70.0499583680267,11170,"Pave","0","IR2","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Wood","Fa","Po","Mn","GLQ",1216,"Rec",0,0,1216,"GasA","Ex","Y","SBrkr",1298,1216,0,2514,0,0,2,1,4,1,"TA",8,"Typ",0,"0","2Types","1990","0",2,693,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,4,2006,"WD","Normal",250000
1182,120,"RM",64,5587,"Pave","0","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","TwnhsE","1Story",8,5,2008,2008,"Hip","CompShg","CemntBd","CmentBd","Stone",186,"Ex","TA","PConc","0","Po","Av","BLQ",1480,"Rec",0,120,1600,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"Gd",5,"Typ",1,"Fa","2Types","2008","0",2,482,"Po","Po","Y",162,53,0,153,0,0,"0","0","0",0,11,2008,"New","Partial",392500
1183,60,"RL",160,15623,"Pave","0","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",10,5,1996,1996,"Hip","CompShg","Wd Sdng","ImStucc","None",0,"Gd","TA","PConc","0","Po","0","BLQ",2096,"Rec",0,300,2396,"GasA","Ex","Y","SBrkr",2411,2065,0,4476,1,0,3,1,4,1,"Ex",10,"Typ",2,"Po","2Types","1996","0",3,813,"Po","Po","Y",171,78,0,0,0,555,"0","GdWo","0",0,7,2007,"WD","Abnorml",745000
1184,30,"RL",60,10800,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1950,"Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Gd","Po","Mn","LwQ",821,"Rec",0,299,1120,"GasA","Ex","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"TA",5,"Typ",1,"Fa","CarPort","1970","RFn",2,720,"Po","Po","Y",229,0,0,0,0,0,"0","0","0",0,6,2006,"WD","Normal",120000
1185,20,"RL",50,35133,"Grvl","0","Reg","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","1Story",5,4,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"TA","TA","CBlock","Gd","Po","Av","LwQ",1159,"Rec",0,413,1572,"GasA","Gd","Y","SBrkr",1572,0,0,1572,1,0,1,1,3,1,"TA",5,"Typ",2,"Po","0","1963","Fin",3,995,"Po","Po","Y",0,263,0,0,263,0,"0","0","0",0,5,2007,"WD","Normal",186700
1186,50,"RL",60,9738,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Gd","BrkTil","Gd","Po","Mn","ALQ",392,"Rec",0,392,784,"GasA","Gd","Y","SBrkr",949,272,0,1221,1,0,1,0,4,1,"TA",7,"Typ",0,"0","2Types","1965","RFn",1,392,"Po","Po","Y",0,0,236,0,0,0,"0","0","0",0,3,2006,"WD","Normal",104900
1187,190,"RL",107,10615,"Pave","0","IR1","Bnk","AllPub","Corner","Mod","OldTown","Artery","Artery","2fmCon","2Story",3,5,1900,1970,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Ex","Po","Gd","ALQ",440,"Rec",0,538,978,"GasA","TA","Y","SBrkr",1014,685,0,1699,1,0,2,0,3,2,"TA",7,"Typ",0,"0","BuiltIn","1920","RFn",2,420,"Ex","Ex","Y",0,74,0,0,0,0,"0","0","0",0,8,2009,"WD","Abnorml",95000
1188,20,"RL",89,12461,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Fa","Po","Mn","BLQ",1456,"Rec",0,168,1624,"GasA","Ex","Y","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"Gd",5,"Typ",1,"Ex","2Types","1994","Fin",3,757,"Po","Po","Y",0,114,192,0,0,0,"0","0","0",0,7,2006,"WD","Normal",262000
1189,60,"RL",68,8935,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,831,831,"GasA","Ex","Y","SBrkr",831,829,0,1660,0,0,2,1,3,1,"Gd",7,"Typ",0,"0","2Types","2002","Fin",2,493,"Po","Po","Y",144,68,0,0,0,0,"0","0","0",0,7,2009,"WD","Normal",195000
1190,60,"RL",60,7500,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Po","Mn","Rec",0,"Rec",0,994,994,"GasA","Gd","Y","SBrkr",1028,776,0,1804,0,0,2,1,3,1,"Gd",7,"Typ",1,"Po","2Types","1999","0",2,442,"Po","Po","Y",140,60,0,0,0,0,"0","0","0",0,6,2010,"WD","Normal",189000
1191,190,"RL",70.0499583680267,32463,"Pave","0","Reg","Low","AllPub","Inside","Mod","Mitchel","Norm","Norm","2fmCon","1Story",4,4,1961,1975,"Gable","CompShg","MetalSd","MetalSd","Stone",149,"TA","Gd","CBlock","Gd","Po","0","ALQ",1159,"Rec",0,90,1249,"GasA","Ex","Y","SBrkr",1622,0,0,1622,1,0,1,0,3,1,"TA",7,"Typ",1,"Po","0","1975","0",4,1356,"Po","Po","Y",439,0,0,0,0,0,"0","0","0",0,3,2007,"WD","Normal",168000
1192,160,"FV",24,2645,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,776,776,"GasA","Ex","Y","SBrkr",764,677,0,1441,0,0,2,1,2,1,"Gd",5,"Typ",0,"0","CarPort","1999","RFn",2,492,"Po","Po","Y",206,0,0,0,0,0,"0","0","0",0,11,2007,"WD","Normal",174000
1193,50,"RM",60,9600,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1925,1994,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","Po","Gd","Rec",0,"Rec",0,702,702,"GasA","Gd","Y","SBrkr",842,630,0,1472,0,0,1,0,3,1,"Gd",6,"Typ",0,"0","CarPort","1925","RFn",1,250,"Po","Ex","P",0,0,84,0,0,0,"0","GdPrv","0",0,7,2007,"WD","Normal",125000
1194,120,"RM",70.0499583680267,4500,"Pave","0","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","0","Po","Mn","BLQ",883,"Rec",0,341,1224,"GasA","Ex","Y","SBrkr",1224,0,0,1224,1,0,2,0,2,1,"TA",5,"Typ",0,"0","2Types","1999","0",2,402,"Po","Po","Y",0,304,0,0,0,0,"0","0","0",0,6,2009,"WD","Normal",165000
1195,60,"RL",80,9364,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","Gd","Po","Mn","0",371,"Rec",0,292,663,"GasA","TA","Y","SBrkr",663,689,0,1352,0,0,1,1,4,1,"TA",7,"Typ",0,"0","2Types","1969","0",1,299,"Po","Po","Y",379,36,0,0,0,0,"0","GdWo","0",0,3,2010,"WD","Normal",158000
1196,60,"RL",51,8029,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",0,"0","2Types","2005","0",2,400,"Po","Po","Y",100,24,0,0,0,0,"0","0","0",0,7,2008,"WD","Normal",176000
1197,60,"RL",58,14054,"Pave","0","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","0","Rec",0,"Rec",0,879,879,"GasA","Ex","Y","SBrkr",879,984,0,1863,0,0,2,1,4,1,"Gd",9,"Typ",1,"Fa","Basment","2006","0",3,660,"Po","Po","Y",100,17,0,0,0,0,"0","0","0",0,11,2006,"New","Partial",219210
1198,75,"RM",65,8850,"Pave","0","IR1","Bnk","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1916,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Gd","Po","Mn","Rec",0,"Rec",0,815,815,"GasA","Ex","Y","SBrkr",815,875,0,1690,0,0,1,0,3,1,"TA",7,"Typ",1,"Fa","CarPort","1916","RFn",1,225,"Po","Po","Y",0,0,330,0,0,0,"0","0","0",0,7,2006,"ConLw","Normal",144000
1199,20,"RL",70,9100,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"0","2Types","2001","Fin",2,573,"Po","Po","Y",356,0,0,0,0,0,"0","0","0",0,6,2009,"WD","Normal",178000
1200,20,"RL",75,11235,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,5,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"TA","TA","CBlock","Gd","Po","Mn","LwQ",547,"Rec",0,504,1051,"GasA","Gd","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","2Types","1974","RFn",2,459,"Po","Po","Y",0,82,0,0,0,0,"0","0","0",0,10,2006,"WD","Normal",148000
1201,20,"RL",71,9353,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","Po","Mn","Rec",0,"Rec",0,864,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"0","2Types","1972","RFn",1,280,"Po","Po","Y",0,0,0,0,0,0,"0","0","Othr",0,7,2006,"Oth","Abnorml",116050
1202,60,"RL",80,10400,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Fa","Po","0","Rec",0,"Rec",0,866,866,"GasA","Ex","Y","SBrkr",866,913,0,1779,0,0,2,1,3,1,"Gd",6,"Typ",0,"0","2Types","1998","Fin",2,546,"Po","Po","Y",198,36,0,0,0,0,"0","0","0",0,3,2009,"WD","Normal",197900
1203,50,"RM",50,6000,"Pave","0","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","Po","Mn","Rec",0,"Rec",0,884,884,"GasA","Ex","Y","SBrkr",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Ex","CarPort","1960","RFn",1,216,"Po","Po","N",0,0,208,0,0,0,"0","0","0",0,5,2009,"WD","Normal",117000
1204,20,"RL",75,9750,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,"Gd","TA","PConc","Fa","Po","Mn","Rec",0,"Rec",0,1630,1630,"GasA","Ex","Y","SBrkr",1630,0,0,1630,0,0,2,0,3,1,"Gd",6,"Typ",1,"Po","2Types","2000","RFn",2,451,"Po","Po","Y",74,234,0,0,0,0,"0","0","0",0,10,2009,"WD","Normal",213000
1205,20,"RL",78,10140,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","Po","Mn","0",788,"Rec",0,268,1056,"GasA","Ex","Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,"TA",6,"Typ",0,"0","2Types","1975","Fin",2,495,"Po","Po","Y",0,88,0,0,0,0,"0","GdWo","0",0,7,2006,"WD","Normal",153500
1206,20,"RL",90,14684,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,7,1990,1991,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,"Gd","TA","CBlock","Fa","Po","Gd","0",485,"ALQ",177,1496,2158,"GasA","Gd","Y","SBrkr",2196,0,0,2196,0,0,2,0,3,1,"Gd",7,"Typ",1,"Po","2Types","1990","Fin",3,701,"Po","Po","Y",84,70,0,0,0,0,"0","0","0",0,6,2009,"WD","Normal",271900
1207,20,"RH",70.0499583680267,8900,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",4,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","Po","Mn","LwQ",1056,"Rec",0,0,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,1,0,1,0,2,1,"TA",5,"Typ",0,"0","CarPort","1966","RFn",1,384,"Po","Po","Y",0,42,0,0,0,0,"0","GdWo","0",0,11,2006,"WD","Normal",107000
1208,20,"RL",70,9135,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"Gd","TA","PConc","Fa","Po","0","BLQ",340,"Rec",0,1342,1682,"GasA","Ex","Y","SBrkr",1700,0,0,1700,1,0,2,0,3,1,"Gd",7,"Typ",0,"0","2Types","2003","Fin",2,544,"Po","Po","Y",192,23,0,0,0,0,"0","0","0",0,5,2006,"WD","Normal",200000
1209,20,"RL",70,7763,"Pave","0","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Gd","Po","Mn","LwQ",504,"ALQ",108,319,931,"GasA","TA","Y","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,"0","CarPort","1980","RFn",2,506,"Po","Po","Y",0,0,0,0,0,0,"0","0","0",0,10,2008,"WD","Normal",140000
1210,20,"RL",85,10182,"Pave","0","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","RRNn","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",420,"Gd","TA","PConc","0","Po","Gd","BLQ",1220,"Rec",0,440,1660,"GasA","Ex","Y","SBrkr",1660,0,0,1660,1,0,2,0,3,1,"Gd",8,"Typ",1,"Fa","2Types","2006","Fin",2,500,"Po","Po","Y",322,50,0,0,0,0,"0","0","0",0,5,2006,"New","Partial",290000
